name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical
mrvikngj;Mister Viking (315-5041, Japan);1984;Sega;NO;mrviking;YES;mrviking;-;YES;NO;NO;-;NO
mschamp;Ms. Pacman Champion Edition / Zola-Puc Gal;1992;hack;NO;mspacman;YES;mspacman;-;YES;NO;NO;-;NO
msgunda1;Mobile Suit Gundam (Japan);1993;Banpresto;NO;msgundam;YES;msgundam;-;YES;NO;NO;-;NO
msgundam;Mobile Suit Gundam;1993;Banpresto;YES;-;NO;-;-;YES;NO;NO;-;NO
msh;Marvel Super Heroes (Euro 951024);1995;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
msha;Marvel Super Heroes (Asia 951024);1995;Capcom;NO;msh;YES;msh;-;YES;NO;NO;-;NO
mshb;Marvel Super Heroes (Brazil 951117);1995;Capcom;NO;msh;YES;msh;-;YES;NO;NO;-;NO
mshh;Marvel Super Heroes (Hispanic 951117);1995;Capcom;NO;msh;YES;msh;-;YES;NO;NO;-;NO
mshj;Marvel Super Heroes (Japan 951117);1995;Capcom;NO;msh;YES;msh;-;YES;NO;NO;-;NO
mshu;Marvel Super Heroes (USA 951024);1995;Capcom;NO;msh;YES;msh;-;YES;NO;NO;-;NO
mshuttle;Moon Shuttle (US? set 1);1981;Nichibutsu;YES;-;NO;-;-;YES;NO;NO;-;NO
mshuttlj;Moon Shuttle (Japan);1981;Nichibutsu;NO;mshuttle;YES;mshuttle;-;YES;NO;NO;-;NO
mshvsf;Marvel Super Heroes Vs. Street Fighter (Euro 970625);1997;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
mshvsfa;Marvel Super Heroes Vs. Street Fighter (Asia 970625);1997;Capcom;NO;mshvsf;YES;mshvsf;-;YES;NO;NO;-;NO
mshvsfa1;Marvel Super Heroes Vs. Street Fighter (Asia 970620);1997;Capcom;NO;mshvsf;YES;mshvsf;-;YES;NO;NO;-;NO
mshvsfb;Marvel Super Heroes Vs. Street Fighter (Brazil 970827);1997;Capcom;NO;mshvsf;YES;mshvsf;-;YES;NO;NO;-;NO
mshvsfb1;Marvel Super Heroes Vs. Street Fighter (Brazil 970625);1997;Capcom;NO;mshvsf;YES;mshvsf;-;YES;NO;NO;-;NO
mshvsfh;Marvel Super Heroes Vs. Street Fighter (Hispanic 970625);1997;Capcom;NO;mshvsf;YES;mshvsf;-;YES;NO;NO;-;NO
mshvsfj;Marvel Super Heroes Vs. Street Fighter (Japan 970707);1997;Capcom;NO;mshvsf;YES;mshvsf;-;YES;NO;NO;-;NO
mshvsfj1;Marvel Super Heroes Vs. Street Fighter (Japan 970702);1997;Capcom;NO;mshvsf;YES;mshvsf;-;YES;NO;NO;-;NO
mshvsfj2;Marvel Super Heroes Vs. Street Fighter (Japan 970625);1997;Capcom;NO;mshvsf;YES;mshvsf;-;YES;NO;NO;-;NO
mshvsfu1;Marvel Super Heroes Vs. Street Fighter (USA 970625);1997;Capcom;NO;mshvsf;YES;mshvsf;-;YES;NO;NO;-;NO
msisaac;Metal Soldier Isaac II;1985;Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
mslider;Monster Slider (Japan);1997;Visco / Datt Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
mslug;Metal Slug - Super Vehicle-001;1996;Nazca;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
mslug2;Metal Slug 2 - Super Vehicle-001/II (NGM-2410 ~ NGH-2410);1998;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
mslug3;Metal Slug 3 (NGM-2560);2000;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
mslug3n;Metal Slug 3 (not encrypted);2000;SNK;NO;mslug3;YES;mslug3;-;YES;NO;NO;neogeo;NO
mslugx;Metal Slug X - Super Vehicle-001 (NGM-2500 ~ NGH-2500);1999;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
mspacmab;Ms. Pac-Man (bootleg, set 1);1981;bootleg;NO;mspacman;YES;mspacman;-;YES;NO;NO;-;NO
mspacman;Ms. Pac-Man;1981;Midway / General Computer Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
mspacmat;Ms. Pac Attack;1981;hack;NO;mspacman;YES;mspacman;-;YES;NO;NO;-;NO
mspacpls;Ms. Pac-Man Plus;1981;hack;NO;mspacman;YES;mspacman;-;YES;NO;NO;-;NO
mstadium;Main Stadium (Japan);1989;Konami;NO;bottom9;YES;bottom9;-;YES;NO;NO;-;NO
msword;Magic Sword: Heroic Fantasy (World 900725);1990;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
mswordj;Magic Sword: Heroic Fantasy (Japan 900623);1990;Capcom;NO;msword;YES;msword;-;YES;NO;NO;-;NO
mswordr1;Magic Sword: Heroic Fantasy (World 900623);1990;Capcom;NO;msword;YES;msword;-;YES;NO;NO;-;NO
mswordu;Magic Sword: Heroic Fantasy (USA 900725);1990;Capcom;NO;msword;YES;msword;-;YES;NO;NO;-;NO
mt_aftrb;After Burner (Mega-Tech, SMS based);1987;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_astro;Astro Warrior (Mega-Tech, SMS based);1986;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_bbros;Bonanza Bros. (Mega-Tech);1991;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_beast;Altered Beast (Mega-Tech);1988;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_eswat;Cyber Police ESWAT: Enhanced Special Weapons and Tactics (Mega-Tech);1990;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_fshrk;Fire Shark (Mega-Tech);1990;Toaplan / Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_gaxe;Golden Axe (Mega-Tech);1989;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_gaxe2;Golden Axe II (Mega-Tech);1991;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_ggolf;Great Golf (Mega-Tech, SMS based);1987;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_gng;Ghouls'n Ghosts (Mega-Tech);1989;Capcom / Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_gsocr;Great Soccer (Mega-Tech, SMS based);198?;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_kcham;Kid Chameleon (Mega-Tech);1992;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_lastb;Last Battle (Mega-Tech);1989;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_mwalk;Michael Jackson's Moonwalker (Mega-Tech);1990;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_mystd;Mystic Defender (Mega-Tech);1989;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_parlg;Parlour Games (Mega-Tech, SMS based);1987;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_revsh;The Revenge of Shinobi (Mega-Tech);1989;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_shar2;Space Harrier II (Mega-Tech);1988;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_shnbi;Shinobi (Mega-Tech, SMS based);1987;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_smgp;Super Monaco GP (Mega-Tech);1990;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_sonic;Sonic The Hedgehog (Mega-Tech, set 1);1991;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_stbld;Super Thunder Blade (Mega-Tech);1988;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_tetri;Tetris (Mega-Tech);1989;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_tfor2;Thunder Force II MD (Mega-Tech);1989;Techno Soft / Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_tgolf;Arnold Palmer Tournament Golf (Mega-Tech);1989;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_tlbba;Tommy Lasorda Baseball (Mega-Tech);1989;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mt_wcsoc;World Championship Soccer (Mega-Tech);1989;Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO
mtlchamp;Martial Champion (ver EAB);1993;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
mtlchmpj;Martial Champion (ver JAA);1993;Konami;NO;mtlchamp;YES;mtlchamp;-;YES;NO;NO;-;NO
mtrap;Mouse Trap (version 5);1981;Exidy;YES;-;NO;-;-;YES;NO;NO;-;NO
mtrap3;Mouse Trap (version 3);1981;Exidy;NO;mtrap;YES;mtrap;-;YES;NO;NO;-;NO
mtrap4;Mouse Trap (version 4);1981;Exidy;NO;mtrap;YES;mtrap;-;YES;NO;NO;-;NO
mtwins;Mega Twins (World 900619);1990;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
mugsmash;Mug Smashers;1990?;Electronic Devices Italy / 3D Games England;YES;-;NO;-;-;YES;NO;NO;-;NO
multchmp;Multi Champ (World, ver. 2.5);1999;ESD;YES;-;NO;-;-;YES;NO;NO;-;NO
mustache;Mustache Boy (Japan);1987;Seibu Kaihatsu (March license);YES;-;NO;-;-;YES;NO;NO;-;NO
mustang;US AAF Mustang (25th May. 1990);1990;UPL;YES;-;NO;-;-;YES;NO;NO;-;NO
mustangb;US AAF Mustang (bootleg);1990;bootleg;NO;mustang;YES;mustang;-;YES;NO;NO;-;NO
mustangs;US AAF Mustang (25th May. 1990 / Seoul Trading);1990;UPL (Seoul Trading license);NO;mustang;YES;mustang;-;YES;NO;NO;-;NO
mutantf;Mutant Fighter (World ver EM-5);1992;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
mutantfa;Mutant Fighter (World Rev 3, EM-4);1992;Data East Corporation;NO;mutantf;YES;mutantf;-;YES;NO;NO;-;NO
mutnat;Mutation Nation (NGM-014 ~ NGH-014);1992;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
mvp;MVP (set 2, US) (FD1094 317-0143);1989;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
mvsc;Marvel Vs. Capcom: Clash of Super Heroes (Euro 980123);1998;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
mvsca;Marvel Vs. Capcom: Clash of Super Heroes (Asia 980123);1998;Capcom;NO;mvsc;YES;mvsc;-;YES;NO;NO;-;NO
mvsch;Marvel Vs. Capcom: Clash of Super Heroes (Hispanic 980123);1998;Capcom;NO;mvsc;YES;mvsc;-;YES;NO;NO;-;NO
mvscj;Marvel Vs. Capcom: Clash of Super Heroes (Japan 980123);1998;Capcom;NO;mvsc;YES;mvsc;-;YES;NO;NO;-;NO
mvscjr1;Marvel Vs. Capcom: Clash of Super Heroes (Japan 980112);1998;Capcom;NO;mvsc;YES;mvsc;-;YES;NO;NO;-;NO
mx5000;MX5000;1987;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
myhero;My Hero (US, not encrypted);1985;Coreland / Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
myherok;My Hero (Korea);1985;Coreland / Sega;NO;myhero;YES;myhero;-;YES;NO;NO;-;NO
myqbert;Mello Yello Q*bert;1982;Gottlieb;NO;qbert;YES;qbert;qbert;YES;NO;NO;-;NO
mysticm;Mystic Marathon;1983;Williams;YES;-;NO;-;-;YES;NO;NO;-;NO
mysticri;Mystic Riders (World);1992;Irem;YES;-;NO;-;-;YES;NO;NO;-;NO
myststno;Mysterious Stones - Dr. Kick in Adventure;1984;Technos Japan;NO;mystston;YES;mystston;-;YES;NO;NO;-;NO
mystston;Mysterious Stones - Dr. John's Adventure;1984;Technos Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
mystwarr;Mystic Warriors (ver EAA);1993;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
mystwaru;Mystic Warriors (ver UAA);1993;Konami;NO;mystwarr;YES;mystwarr;-;YES;NO;NO;-;NO
nam1975;NAM-1975 (NGM-001 ~ NGH-001);1990;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
naname;Naname de Magic! (Japan);1994;Atlus;YES;-;NO;-;-;YES;NO;NO;-;NO
narc;Narc (rev 7.00);1988;Williams;YES;-;NO;-;-;YES;NO;NO;-;NO
narc3;Narc (rev 3.20);1988;Williams;NO;narc;YES;narc;-;YES;NO;NO;-;NO
nastar;Nastar (World);1988;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
nastarw;Nastar Warrior (US);1988;Taito America Corporation;NO;nastar;YES;nastar;-;YES;NO;NO;-;NO
natodef;NATO Defense;1982;Pacific Novelty;YES;-;NO;-;natodef;YES;NO;NO;-;NO
natodefa;NATO Defense (alternate mazes);1982;Pacific Novelty;NO;natodef;YES;natodef;natodef;YES;NO;NO;-;NO
naughtya;Naughty Boy (bootleg);1982;bootleg;NO;naughtyb;YES;naughtyb;-;YES;NO;NO;-;NO
naughtyb;Naughty Boy;1982;Jaleco;YES;-;NO;-;-;YES;NO;NO;-;NO
naughtyc;Naughty Boy (Cinematronics);1982;Jaleco (Cinematronics license);NO;naughtyb;YES;naughtyb;-;YES;NO;NO;-;NO
navarone;Navarone;1980;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
nbahangt;NBA Hangtime (rev L1.1 04/16/96);1996;Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
nbajam;NBA Jam (rev 3.01 04/07/93);1993;Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
nbajamex;NBA Jam Extreme (ver. 1.10I);1996;Acclaim;YES;coh1000a;NO;-;-;YES;NO;NO;coh1000a;NO
nbajamr2;NBA Jam (rev 2.00 02/10/93);1993;Midway;NO;nbajam;YES;nbajam;-;YES;NO;NO;-;NO
nbajamt1;NBA Jam TE (rev 1.0 01/17/94);1994;Midway;NO;nbajamte;YES;nbajamte;-;YES;NO;NO;-;NO
nbajamt2;NBA Jam TE (rev 2.0 01/28/94);1994;Midway;NO;nbajamte;YES;nbajamte;-;YES;NO;NO;-;NO
nbajamt3;NBA Jam TE (rev 3.0 03/04/94);1994;Midway;NO;nbajamte;YES;nbajamte;-;YES;NO;NO;-;NO
nbajamte;NBA Jam TE (rev 4.0 03/23/94);1994;Midway;YES;nbajam;NO;nbajam;-;YES;NO;NO;-;NO
nbbatman;Ninja Baseball Bat Man (World);1993;Irem;YES;-;NO;-;-;YES;NO;NO;-;NO
ncombat;Ninja Combat (NGM-009);1990;Alpha Denshi Co.;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
ncommand;Ninja Commando;1992;Alpha Denshi Co.;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
ncv1;Namco Classic Collection Vol.1;1995;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
ncv1j;Namco Classic Collection Vol.1 (Japan, v1.00);1995;Namco;NO;ncv1;YES;ncv1;-;YES;NO;NO;-;NO
ncv1j2;Namco Classic Collection Vol.1 (Japan, v1.03);1995;Namco;NO;ncv1;YES;ncv1;-;YES;NO;NO;-;NO
ncv2;Namco Classic Collection Vol.2;1996;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
ncv2j;Namco Classic Collection Vol.2 (Japan);1996;Namco;NO;ncv2;YES;ncv2;-;YES;NO;NO;-;NO
nebulbee;Nebulous Bee;1981;bootleg;NO;galaga;YES;galaga;galaga;YES;NO;NO;-;NO
nebulray;Nebulas Ray (World, NR2);1994;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
nebulryj;Nebulas Ray (Japan);1994;Namco;NO;nebulray;YES;nebulray;-;YES;NO;NO;-;NO
neckneck;Neck-n-Neck (v1.2);1992;Bundra Games/Incredible Technologies;YES;-;NO;-;-;YES;NO;NO;-;NO
nemesis;Nemesis (ROM version);1985;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
nemesuk;Nemesis (World?);1985;Konami;NO;nemesis;YES;nemesis;-;YES;NO;NO;-;NO
nemo;Nemo (World 901130);1990;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
nemoj;Nemo (Japan 901120);1990;Capcom;NO;nemo;YES;nemo;-;YES;NO;NO;-;NO
neobattl;SD Gundam Neo Battling (Japan);1992;Banpresto / Sotsu Agency. Sunrise;YES;-;NO;-;-;YES;NO;NO;-;NO
neobombe;Neo Bomberman;1997;Hudson;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
neocup98;Neo-Geo Cup '98 - The Road to the Victory;1998;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
neodrift;Neo Drift Out - New Technology;1996;Visco;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
neomrdo;Neo Mr. Do!;1996;Visco;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
netwars;Net Wars;1983;Orca (Esco Trading Co license);YES;-;NO;-;-;YES;NO;NO;-;NO
newpuc2;Newpuc2 (set 1);1980;hack;NO;puckman;YES;puckman;-;YES;NO;NO;-;NO
newpuc2b;Newpuc2 (set 2);1980;hack;NO;puckman;YES;puckman;-;YES;NO;NO;-;NO
newpuckx;New Puck-X;1980;hack;NO;puckman;YES;puckman;-;YES;NO;NO;-;NO
newsin7;New Sinbad 7 (set 1);1983;ATW USA, Inc.;YES;-;NO;-;-;YES;NO;NO;-;NO
nibbler;Nibbler (rev 9);1982;Rock-Ola;YES;-;NO;-;vanguard;YES;NO;NO;-;NO
nibblera;Nibbler (rev 9, alternate set);1982;Rock-Ola;NO;nibbler;YES;nibbler;vanguard;YES;NO;NO;-;NO
nightstr;Night Striker (World);1989;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
ninclown;Ninja Clowns (27 oct 91);1991;Strata/Incredible Technologies;YES;-;NO;-;-;YES;NO;NO;-;NO
ninjak;The Ninja Kids (World);1990;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
ninjak2a;Ninja-Kid II / NinjaKun Ashura no Shou (set 2, bootleg?);1987;UPL;NO;ninjakd2;YES;ninjakd2;-;YES;NO;NO;-;NO
ninjak2b;Ninja-Kid II / NinjaKun Ashura no Shou (set 3, bootleg?);1987;UPL;NO;ninjakd2;YES;ninjakd2;-;YES;NO;NO;-;NO
ninjakd2;Ninja-Kid II / NinjaKun Ashura no Shou (set 1);1987;UPL;YES;-;NO;-;-;YES;NO;NO;-;NO
ninjakj;The Ninja Kids (Japan);1990;Taito Corporation;NO;ninjak;YES;ninjak;-;YES;NO;NO;-;NO
ninjakun;Ninjakun Majou no Bouken;1984;UPL (Taito license);YES;-;NO;-;-;YES;NO;NO;-;NO
ninjamas;Ninja Master's - Haoh-ninpo-cho;1996;ADK / SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
ninjaw;The Ninja Warriors (World, later version);1987;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
ninjawj;The Ninja Warriors (Japan);1987;Taito Corporation;NO;ninjaw;YES;ninjaw;-;YES;NO;NO;-;NO
ninjemak;Ninja Emaki (US);1986;Nichibutsu;YES;-;NO;-;-;YES;NO;NO;-;NO
nitd;Nightmare in the Dark;2000;Eleven / Gavaking;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
nitedrvr;Night Driver;1976;Atari;YES;-;NO;-;-;YES;NO;NO;-;NO
nitrobal;Nitro Ball (World, set 1);1992;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
nkdodgeb;Nekketsu Koukou Dodgeball Bu (Japan, bootleg);1987;bootleg;NO;spdodgeb;YES;spdodgeb;-;YES;NO;NO;-;NO
nmaster;Oni - The Ninja Master (Japan);1995;Banpresto / Pandorabox;NO;metmqstr;YES;metmqstr;-;YES;NO;NO;-;NO
nmouse;Naughty Mouse (set 1);1981;Amenip (Palcom Queen River);YES;-;NO;-;-;YES;NO;NO;-;NO
nmouseb;Naughty Mouse (set 2);1981;Amenip Nova Games Ltd.;NO;nmouse;YES;nmouse;-;YES;NO;NO;-;NO
noboranb;Noboranka (Japan);1986;bootleg;YES;-;NO;-;-;YES;NO;NO;-;NO
nomnlnd;No Man's Land;1980;Universal;YES;-;NO;-;-;YES;NO;NO;-;NO
nomnlndg;No Man's Land (Gottlieb);1980;Universal (Gottlieb license);NO;nomnlnd;YES;nomnlnd;-;YES;NO;NO;-;NO
nost;Nostradamus;1993;Face;YES;-;NO;-;-;YES;NO;NO;-;NO
nostj;Nostradamus (Japan);1993;Face;NO;nost;YES;nost;-;YES;NO;NO;-;NO
nostk;Nostradamus (Korea);1993;Face;NO;nost;YES;nost;-;YES;NO;NO;-;NO
nov2001u;Nova 2001 (US);1983;UPL (Universal license);NO;nova2001;YES;nova2001;-;YES;NO;NO;-;NO
nova2001;Nova 2001 (Japan);1983;UPL;YES;-;NO;-;-;YES;NO;NO;-;NO
nprinces;Ninja Princess (315-5051, 64k Ver. bootleg?);1985;bootleg?;NO;seganinj;YES;seganinj;-;YES;NO;NO;-;NO
nprincsb;Ninja Princess (315-5051?, 128k Ver. bootleg?);1985;bootleg?;NO;seganinj;YES;seganinj;-;YES;NO;NO;-;NO
nprincso;Ninja Princess (315-5098, 128k Ver.);1985;Sega;NO;seganinj;YES;seganinj;-;YES;NO;NO;-;NO
nprincsu;Ninja Princess (64k Ver. not encrypted);1985;Sega;NO;seganinj;YES;seganinj;-;YES;NO;NO;-;NO
nrallyx;New Rally X;1981;Namco;YES;-;NO;-;rallyx;YES;NO;NO;-;NO
nslasher;Night Slashers (Korea Rev 1.3, DE-0397-0 PCB);1994;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
nspirit;Ninja Spirit;1988;Irem;YES;-;NO;-;-;YES;NO;NO;-;NO
nspiritj;Saigo no Nindou (Japan);1988;Irem;NO;nspirit;YES;nspirit;-;YES;NO;NO;-;NO
nss_actr;Act Raiser (Nintendo Super System);1992;Enix;YES;nss;NO;-;-;YES;NO;NO;nss;NO
nss_adam;The Addams Family (Nintendo Super System);1992;Ocean;YES;nss;NO;-;-;YES;NO;NO;nss;NO
nss_aten;David Crane's Amazing Tennis (Nintendo Super System);1992;Absolute Entertainment Inc.;YES;nss;NO;-;-;YES;NO;NO;nss;NO
nss_con3;Contra 3: The Alien Wars (Nintendo Super System);1992;Konami;YES;nss;NO;-;-;YES;NO;NO;nss;NO
nss_fzer;F-Zero (Nintendo Super System);1991;Nintendo;YES;nss;NO;-;-;YES;NO;NO;nss;NO
nss_lwep;Lethal Weapon (Nintendo Super System);1992;Ocean;YES;nss;NO;-;-;YES;NO;NO;nss;NO
nss_ncaa;NCAA Basketball (Nintendo Super System);1992;Sculptured Software Inc.;YES;nss;NO;-;-;YES;NO;NO;nss;NO
nss_rob3;Robocop 3 (Nintendo Super System);1992;Ocean;YES;nss;NO;-;-;YES;NO;NO;nss;NO
nss_skin;Skins Game (Nintendo Super System);1992;Irem;YES;nss;NO;-;-;YES;NO;NO;nss;NO
nss_smw;Super Mario World (Nintendo Super System);1991;Nintendo;YES;nss;NO;-;-;YES;NO;NO;nss;NO
nss_ssoc;Super Soccer (Nintendo Super System);1992;Human Inc.;YES;nss;NO;-;-;YES;NO;NO;nss;NO
nss_sten;Super Tennis (Nintendo Super System);1991;Nintendo;YES;nss;NO;-;-;YES;NO;NO;nss;NO
nstocker;Night Stocker (10/6/86);1986;Bally/Sente;YES;-;NO;-;-;YES;NO;NO;-;NO
numanath;Numan Athletics (World);1993;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
numanatj;Numan Athletics (Japan);1993;Namco;NO;numanath;YES;numanath;-;YES;NO;NO;-;NO
nunchaku;Nunchackun;1985;Kaneko / Taito;NO;ladymstr;YES;ladymstr;-;YES;NO;NO;-;NO
nwarr;Night Warriors: Darkstalkers' Revenge (Euro 950316);1995;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
nwarrb;Night Warriors: Darkstalkers' Revenge (Brazil 950403);1995;Capcom;NO;nwarr;YES;nwarr;-;YES;NO;NO;-;NO
nwarrh;Night Warriors: Darkstalkers' Revenge (Hispanic 950403);1995;Capcom;NO;nwarr;YES;nwarr;-;YES;NO;NO;-;NO
nyanpani;Nyan Nyan Panic (Japan);1988;Konami;NO;kittenk;YES;kittenk;-;YES;NO;NO;-;NO
nycaptor;N.Y. Captor;1985;Taito;YES;-;NO;-;-;YES;NO;NO;-;NO
nyny;New York! New York!;1980;Sigma Enterprises Inc.;YES;-;NO;-;-;YES;NO;NO;-;NO
nynyg;New York! New York! (Gottlieb);1980;Sigma Enterprises Inc. (Gottlieb license);NO;nyny;YES;nyny;-;YES;NO;NO;-;NO
offroad;Ironman Ivan Stewart's Super Off-Road;1989;Leland Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
offroadc;Off Road Challenge (v1.63);1997;Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
offroadt;Ironman Ivan Stewart's Super Off-Road Track-Pak;1989;Leland Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
offtwalc;Off the Wall (2-player cocktail);1991;Atari Games;NO;offtwall;YES;offtwall;-;YES;NO;NO;-;NO
offtwall;Off the Wall (2/3-player upright);1991;Atari Games;YES;-;NO;-;-;YES;NO;NO;-;NO
ogonsiro;Ougon no Shiro (Japan);1986;Allumer / Taito Corporation;NO;gladiatr;YES;gladiatr;-;YES;NO;NO;-;NO
ohmygod;Oh My God! (Japan);1993;Atlus;YES;-;NO;-;-;YES;NO;NO;-;NO
oigas;Oigas (bootleg);1986;bootleg;NO;gigas;YES;gigas;-;YES;NO;NO;-;NO
oisipuzl;Oishii Puzzle Ha Irimasenka;1993;Sunsoft / Atlus;YES;-;NO;-;-;YES;NO;NO;-;NO
olibochu;Oli-Boo-Chu;1981;Irem / GDI;YES;-;NO;-;-;YES;NO;NO;-;NO
olysoc92;Olympic Soccer '92 (set 1);1992;Seibu Kaihatsu;NO;cupsoc;YES;cupsoc;-;YES;NO;NO;-;NO
omega;Omega;1986;Nihon System;YES;theend;NO;theend;galaxian;YES;NO;NO;-;NO
omegaf;Omega Fighter;1989;UPL;YES;-;NO;-;-;YES;NO;NO;-;NO
omegafs;Omega Fighter Special;1989;UPL;NO;omegaf;YES;omegaf;-;YES;NO;NO;-;NO
omegrace;Omega Race (set 1);1981;Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
oneshot;One Shot One Kill;1996;Promat;YES;-;NO;-;-;YES;NO;NO;-;NO
onna34ra;Onna Sansirou - Typhoon Gal (set 2);1985;Taito;NO;onna34ro;YES;onna34ro;-;YES;NO;NO;-;NO
onna34ro;Onna Sanshirou - Typhoon Gal;1985;Taito;YES;-;NO;-;-;YES;NO;NO;-;NO
opaopa;Opa Opa (MC-8123, 317-0042);1987;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
opengolf;Konami's Open Golf Championship (ver EAE);1994;Konami;YES;konamigx;NO;-;-;YES;NO;NO;konamigx;NO
openice;2 On 2 Open Ice Challenge (rev 1.21);1995;Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
opwolf;Operation Wolf (World, set 1);1987;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
opwolf3;Operation Wolf 3 (World);1994;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
opwolf3u;Operation Wolf 3 (US);1994;Taito America Corporation;NO;opwolf3;YES;opwolf3;-;YES;NO;NO;-;NO
